2015   8   3 344   2
  78.0  78.7  80.1  79.6  79.8  82.3  82.8  83.3  87.4  71.9  82.1  84.5
  92.7  91.8  80.9  78.3  76.8  78.2  80.5  81.1  81.3  83.5  83.5  83.2
  67.9  72.5  63.3  67.5  77.4  73.3  84.9  72.8  67.9  75.5  69.8  63.9
  70.6  71.8  74.1  74.8  76.4  83.4  81.3  81.7  82.3  82.4  83.0  80.3
  78.4  77.4  76.6  81.3  80.5  81.0  82.9  81.0  80.8  72.7  73.5  77.9
  70.2  76.6  73.7  72.2  66.7  68.5  66.1  72.2  72.2  73.8  74.4  72.6
  75.0  75.2  76.7  75.9  70.6  69.9  69.8  71.5  70.5  69.7  74.4  72.9
  73.4  71.9  70.3  71.3  71.3  71.6  72.8  73.3  72.9  73.7  76.1  76.7
  77.0  76.9  77.9  77.8  78.8  78.4  78.0  75.9  73.8  73.6  72.6  85.6
  84.2  84.7  84.2  84.9  84.9  84.2  84.8  85.0  65.5  67.0  67.2  77.0
  77.2  74.8  76.0  76.3  73.8  70.0  68.2  67.8  70.4  71.6  65.7  66.2
  68.8  67.5  68.2  70.0  68.1  70.3  69.8  70.2  69.9  69.3  65.8  71.7
  70.9  69.8  72.2  71.7  71.1  82.1  79.6  78.3  84.2  82.4  81.7  84.5
  83.9  82.2  84.0  74.9  75.4  76.1  76.8  75.2  77.3  71.0  66.6  71.0
  69.6  70.3  73.8  75.8  73.0  74.0  72.7  73.3  73.7  74.6  74.8  74.5
  71.0  69.7  74.5  87.0  64.5  69.6  72.5  74.7  76.2  70.5  68.5  76.8
  74.0  79.2  71.9  80.6  79.7  66.7  66.9  65.9  75.6  70.6  69.2  69.2
  66.7  68.4  69.0  72.7  70.2  75.5  76.9  78.3  78.3  77.5  77.8  73.5
  70.3  70.9  72.7  71.9  70.7  73.6  73.4  72.1  71.2  70.4  70.0  70.9
  70.9  69.7  71.0  71.6  70.4  69.9  80.3  80.0  79.4  81.4  81.3  81.9
  83.2  83.6  82.7  62.2  68.8  70.0  68.7  65.1  74.7  68.0  72.7  74.4
  68.9  71.5  74.0  72.9  70.7  67.5  68.6  68.9  68.7  67.3  72.0  72.1
  78.6  79.2  79.1  79.6  80.9  81.1  75.9  74.5  72.8  70.6  74.5  76.4
  72.9  74.5  74.0  73.5  73.8  75.2  77.9  80.2  84.1  86.9  85.6  83.4
  85.0  86.8  86.1  86.3  86.2  72.9  82.0  73.4  72.3  70.0  71.3  74.3
  66.4  68.2  68.8  77.8  74.9  73.1  72.5  70.2  70.3  64.5  64.6  67.4
  68.0  67.5  72.1  75.5  76.7  73.7  75.4  71.0  70.3  71.6  67.4  71.0
  69.5  68.8  66.6  67.5  70.5  70.0  70.4  71.2  70.4  70.4  65.0  61.6
  65.5  70.9  71.9  73.0  72.1  70.9  69.9  66.4
